,Unnamed: 0,label,tweet,tokens,stem,lemmas,text
2649,5298,1.0,"RT @sanjukta: Gauri Lankesh was killed, right wing BJP supporters celebrated.\nBengali labourer killed in Raj by Hindu fanatic in name of Hi\xe2\x80\xa6","['rt', 'user', 'gauri', 'lankesh', 'was', 'killed', 'right', 'wing', 'bjp', 'supporters', 'celebratednbengali', 'labourer', 'killed', 'in', 'raj', 'by', 'hindu', 'fanatic', 'in', 'name', 'of', 'hixe2x80xa6']",rt us gaur lankesh was kil right wing bjp support celebratednbengal labo kil in raj by hindu fan in nam of hixe2x80xa6,rt user gauri lankesh be kill right wing bjp supporters celebratednbengali labourer kill in raj by hindu fanatic in name of hixe2x80xa6,"rt user gauri lankesh be kill right wing bjp supporters celebratednbengali labourer kill in raj by hindu fanatic in name of hixe2x80xa6
"
2650,5300,1.0,RT @ShankhNaad: @PetaIndia @ChouhanShivraj Cow is bleeding badly after #Muslims fed her bomb. Cow allegedly belongs to poor #Hindu farmer.\xe2\x80\xa6,"['rt', 'user', 'user', 'user', 'cow', 'is', 'bleeding', 'badly', 'after', 'hashtag', 'fed', 'her', 'bomb', 'cow', 'allegedly', 'belongs', 'to', 'poor', 'hashtag', 'farmerxe2x80xa6']",rt us us us cow is blee bad aft hasht fed her bomb cow alleg belong to poor hasht farmerxe2x80xa6,rt user user user cow be bleed badly after hashtag feed her bomb cow allegedly belong to poor hashtag farmerxe2x80xa6,"rt user user user cow be bleed badly after hashtag feed her bomb cow allegedly belong to poor hashtag farmerxe2x80xa6
"
2651,5302,1.0,"@fadnavis_amruta @ShefVaidya You are a ""sickular"" that we love to hate. It is time to fire @Dev_Fadnavis. We need a\xe2\x80\xa6 https://t.co/lNP8HG766w","['user', 'user', 'you', 'are', 'a', 'sickular', 'that', 'we', 'love', 'to', 'hate', 'it', 'is', 'time', 'to', 'fire', 'user', 'we', 'need', 'axe2x80xa6', 'url']",us us you ar a sickul that we lov to hat it is tim to fir us we nee axe2x80xa6 url,user user you be a sickular that we love to hate it be time to fire user we need axe2x80xa6 url,"user user you be a sickular that we love to hate it be time to fire user we need axe2x80xa6 url
"
2652,5304,1.0,"RT @EngageTheRebels: Bomb fed to poor Hindu farmer's cow by Muslims in Madhya Pradesh, India; because cows are sacred in Hinduism. https://\xe2\x80\xa6","['rt', 'user', 'bomb', 'fed', 'to', 'poor', 'hindu', 'farmers', 'cow', 'by', 'muslims', 'in', 'madhya', 'pradesh', 'india', 'because', 'cows', 'are', 'sacred', 'in', 'hinduism', 'url']",rt us bomb fed to poor hindu farm cow by muslim in madhy pradesh ind becaus cow ar sacr in hindu url,rt user bomb feed to poor hindu farmers cow by muslims in madhya pradesh india because cow be sacred in hinduism url,"rt user bomb feed to poor hindu farmers cow by muslims in madhya pradesh india because cow be sacred in hinduism url
"
2653,5306,0.0,@Trista1228 @tarunkumar006 @sanjeev_1979 @iempress_1 @shitijsrivastav @getazadi @ChandBrajesh @D_PandeyG\xe2\x80\xa6 https://t.co/QUnL2nNoy4,"['user', 'user', 'user', 'user', 'user', 'user', 'user', 'mentionxe2x80xa6', 'url']",us us us us us us us mentionxe2x80xa6 url,user user user user user user user mentionxe2x80xa6 url,"user user user user user user user mentionxe2x80xa6 url
"
2654,5308,0.0,@sadhavi @narendramodi @PMOIndia Lose your temper please. We want to see how UGLIER Khangress can get. Please Madam\xe2\x80\xa6 https://t.co/ta8VqFQ6mf,"['user', 'user', 'user', 'lose', 'your', 'temper', 'please', 'we', 'want', 'to', 'see', 'how', 'uglier', 'khangress', 'can', 'get', 'please', 'madamxe2x80xa6', 'url']",us us us los yo temp pleas we want to see how ug khangress can get pleas madamxe2x80xa6 url,user user user lose your temper please we want to see how uglier khangress can get please madamxe2x80xa6 url,"user user user lose your temper please we want to see how uglier khangress can get please madamxe2x80xa6 url
"
2655,5310,0.0,RT @sankrant: @fadnavis_amruta @ShefVaidya @Dev_Fadnavis This is not positivity. it is BS. But fits with BJP funding Church from Goa to Aru\xe2\x80\xa6,"['rt', 'user', 'user', 'user', 'user', 'this', 'is', 'not', 'positivity', 'it', 'is', 'bs', 'but', 'fits', 'with', 'bjp', 'funding', 'church', 'from', 'goa', 'to', 'aruxe2x80xa6']",rt us us us us thi is not posit it is bs but fit with bjp fund church from goa to aruxe2x80xa6,rt user user user user this be not positivity it be bs but fit with bjp fund church from goa to aruxe2x80xa6,"rt user user user user this be not positivity it be bs but fit with bjp fund church from goa to aruxe2x80xa6
"
2656,5312,0.0,"RT @DrGPradhan: HINDU unity forced @OfficeOfRG to visit temple who once said ""\xe0\xa4\x9c\xe0\xa5\x8b \xe0\xa4\xae\xe0\xa4\x82\xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\xb0 \xe0\xa4\x9c\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa5\x87 \xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\xb5\xe0\xa5\x8b\xe0\xa4\xb9 \xe0\xa4\xb2\xe0\xa4\xa1\xe0\xa4\xbc\xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\x9b\xe0\xa5\x87\xe0\xa4\xa1\xe0\xa4\xbc\xe0\xa4\xa4\xe0\xa5\x87 \xe0\xa4\xb9\xe0\xa5\x88""\n\nImagine if we all UNIT\xe2\x80\xa6","['rt', 'user', 'hindu', 'unity', 'forced', 'user', 'to', 'visit', 'temple', 'who', 'once', 'said', 'xe0xa4x9cxe0xa5x8b', 'xe0xa4xaexe0xa4x82xe0xa4xa6xe0xa4xbfxe0xa4xb0', 'xe0xa4x9cxe0xa4xbexe0xa4xa4xe0xa5x87', 'xe0xa4xb9xe0xa5x88', 'xe0xa4xb5xe0xa5x8bxe0xa4xb9', 'xe0xa4xb2xe0xa4xa1xe0xa4xbcxe0xa4x95xe0xa5x80', 'xe0xa4x9bxe0xa5x87xe0xa4xa1xe0xa4xbcxe0xa4xa4xe0xa5x87', 'xe0xa4xb9xe0xa5x88nnimagine', 'if', 'we', 'all', 'unitxe2x80xa6']",rt us hindu un forc us to visit templ who ont said xe0xa4x9cxe0xa5x8b xe0xa4xaexe0xa4x82xe0xa4xa6xe0xa4xbfxe0xa4xb0 xe0xa4x9cxe0xa4xbexe0xa4xa4xe0xa5x87 xe0xa4xb9xe0xa5x88 xe0xa4xb5xe0xa5x8bxe0xa4xb9 xe0xa4xb2xe0xa4xa1xe0xa4xbcxe0xa4x95xe0xa5x80 xe0xa4x9bxe0xa5x87xe0xa4xa1xe0xa4xbcxe0xa4xa4xe0xa5x87 xe0xa4xb9xe0xa5x88nnimagin if we al unitxe2x80xa6,rt user hindu unity force user to visit temple who once say xe0xa4x9cxe0xa5x8b xe0xa4xaexe0xa4x82xe0xa4xa6xe0xa4xbfxe0xa4xb0 xe0xa4x9cxe0xa4xbexe0xa4xa4xe0xa5x87 xe0xa4xb9xe0xa5x88 xe0xa4xb5xe0xa5x8bxe0xa4xb9 xe0xa4xb2xe0xa4xa1xe0xa4xbcxe0xa4x95xe0xa5x80 xe0xa4x9bxe0xa5x87xe0xa4xa1xe0xa4xbcxe0xa4xa4xe0xa5x87 xe0xa4xb9xe0xa5x88nnimagine if we all unitxe2x80xa6,"rt user hindu unity force user to visit temple who once say xe0xa4x9cxe0xa5x8b xe0xa4xaexe0xa4x82xe0xa4xa6xe0xa4xbfxe0xa4xb0 xe0xa4x9cxe0xa4xbexe0xa4xa4xe0xa5x87 xe0xa4xb9xe0xa5x88 xe0xa4xb5xe0xa5x8bxe0xa4xb9 xe0xa4xb2xe0xa4xa1xe0xa4xbcxe0xa4x95xe0xa5x80 xe0xa4x9bxe0xa5x87xe0xa4xa1xe0xa4xbcxe0xa4xa4xe0xa5x87 xe0xa4xb9xe0xa5x88nnimagine if we all unitxe2x80xa6
"
2657,5314,0.0,"RT @mediacrooks: NASA scientists confirm ""Ram Sethu"" ... But Ponzi-Bhakt @OfficeOfRG and @INCIndia told SC ""Ram never existed"" and neither\xe2\x80\xa6","['rt', 'user', 'nasa', 'scientists', 'confirm', 'ram', 'sethu', 'but', 'ponzibhakt', 'user', 'and', 'user', 'told', 'sc', 'ram', 'never', 'existed', 'and', 'neitherxe2x80xa6']",rt us nas sci confirm ram sethu but ponzibhakt us and us told sc ram nev ex and neitherxe2x80xa6,rt user nasa scientists confirm ram sethu but ponzibhakt user and user tell sc ram never exist and neitherxe2x80xa6,"rt user nasa scientists confirm ram sethu but ponzibhakt user and user tell sc ram never exist and neitherxe2x80xa6
"
2658,5316,0.0,RT @mediacrooks: @OfficeOfRG @TimesNow @republic @IndiaToday You cannot be a Congi and be a Hindu at the same time... Its mathematically im\xe2\x80\xa6,"['rt', 'user', 'user', 'user', 'user', 'user', 'you', 'cannot', 'be', 'a', 'congi', 'and', 'be', 'a', 'hindu', 'at', 'the', 'same', 'time', 'its', 'mathematically', 'i', 'amxe2x80xa6']",rt us us us us us you cannot be a cong and be a hindu at the sam tim it mathem i amxe2x80xa6,rt user user user user user you cannot be a congi and be a hindu at the same time its mathematically i amxe2x80xa6,"rt user user user user user you cannot be a congi and be a hindu at the same time its mathematically i amxe2x80xa6
"
2659,5318,0.0,@NabaKumarMohan3 @PoetShankar @AmitShah @BJP4India @narendramodi @narendramodi_in @AjayKushwaha_ But Aap hi log to\xe2\x80\xa6 https://t.co/3m0IY07Cqh,"['user', 'user', 'user', 'user', 'user', 'user', 'user', 'but', 'aap', 'hi', 'log', 'toxe2x80xa6', 'url']",us us us us us us us but aap hi log toxe2x80xa6 url,user user user user user user user but aap hi log toxe2x80xa6 url,"user user user user user user user but aap hi log toxe2x80xa6 url
"
2660,5320,1.0,@VellaAatma @HimanshiKunwar1 @Shujaatsays @Supermanbita Tere kayii mulle bhai aatankwadi ban rahe hai.\n\nUnko dila d\xe2\x80\xa6 https://t.co/ZZZEgeGbWK,"['user', 'user', 'user', 'user', 'tere', 'kayii', 'mulle', 'bhai', 'aatankwadi', 'ban', 'rahe', 'hainnunko', 'dila', 'dxe2x80xa6', 'url']",us us us us ter kayi mul bha aatankwad ban rah hainnunko dil dxe2x80xa6 url,user user user user tere kayii mulle bhai aatankwadi ban rahe hainnunko dila dxe2x80xa6 url,"User, user, user, your cousin brothers are becoming terrorists.
"
2661,5322,1.0,"@UmarKhalidJNU @VasundharaBJP Be aatankwadi ki aulad, abhi to suruvat Hai jis din hum Hindu o ki khopadi 360 degree\xe2\x80\xa6 https://t.co/ywQlbxolxh","['user', 'user', 'be', 'aatankwadi', 'ki', 'aulad', 'abhi', 'to', 'suruvat', 'hai', 'jis', 'din', 'hum', 'hindu', 'o', 'ki', 'khopadi', 'three hundred and sixty', 'degreexe2x80xa6', 'url']",us us be aatankwad ki aulad abh to suruv hai jis din hum hindu o ki khopad three hundred and sixty degreexe2x80xa6 url,user user be aatankwadi ki aulad abhi to suruvat hai jis din hum hindu o ki khopadi three hundred and sixty degreexe2x80xa6 url,"User User The terrorist's child has just started the day we have Hindu's skull Three Hundred and Sixty Degrees 2 x 80 x 6 URL
"
2662,5324,1.0,RT @shaileshkap: @HimanshiKunwar1 @VellaAatma @Supermanbita @Shujaatsays Is chutiya ko poochta bhi koun hai yanha.\n\naatankwadi kutton ki ta\xe2\x80\xa6,"['rt', 'user', 'user', 'user', 'user', 'user', 'is', 'chutiya', 'ko', 'poochta', 'bhi', 'koun', 'hai', 'yanhannaatankwadi', 'kutton', 'ki', 'taxe2x80xa6']",rt us us us us us is chutiy ko poocht bhi koun hai yanhannaatankwad kutton ki taxe2x80xa6,rt user user user user user be chutiya ko poochta bhi koun hai yanhannaatankwadi kutton ki taxe2x80xa6,"Night user, user, user, user, user, who even asks Beutia here?
"
2663,5326,1.0,RT @jamadarmdismail: Rajasthan me RSS ke Aatankwadi ne Lovejihad ke Naam par Gharib Musalman Afrazul ko Zinda Jala Kar maar Diya Gaya\n\n#Aj_\xe2\x80\xa6,"['rt', 'user', 'rajasthan', 'me', 'rss', 'ke', 'aatankwadi', 'ne', 'lovejihad', 'ke', 'naam', 'par', 'gharib', 'musalman', 'afrazul', 'ko', 'zinda', 'jala', 'kar', 'maar', 'diya', 'gayannhashtagxe2x80xa6']",rt us rajasth me rss ke aatankwad ne lovejihad ke naam par gharib musalm afraz ko zind jal kar maar diy gayannhashtagxe2x80xa6,rt user rajasthan me rss ke aatankwadi ne lovejihad ke naam par gharib musalman afrazul ko zinda jala kar maar diya gayannhashtagxe2x80xa6,"RAT user: In Rajasthan, RSS terrorist killed a poor Muslim Afrazul in the name of Lavjihad.
"
2664,5328,2.0,"@UmarKhalidJNU Chup be lode maderchod bhosdike aatankwadi ki aulad, raandi hi aulad","['user', 'chup', 'be', 'lode', 'maderchod', 'bhosdike', 'aatankwadi', 'ki', 'aulad', 'raandi', 'hi', 'aulad']",us chup be lod maderchod bhosdik aatankwad ki aulad raand hi aulad,user chup be lode maderchod bhosdike aatankwadi ki aulad raandi hi aulad,"User silently returned, Madarchod Bhosdike terrorist's child
"
2665,5330,2.0,RT @ur99: #Kashmir\nKya chahte ho?\n- Aazaadi!\nAur aati kya hai?\n- Barbaadi!\nLog tumhare?\n- Fasaadi!\nSoch tumhari?\n- Jihadi!\nBaap tumhara?\n-\xe2\x80\xa6,"['rt', 'user', 'hashtagnkya', 'chahte', 'hon', 'aazaadinaur', 'aati', 'kya', 'hain', 'barbaadinlog', 'tumharen', 'fasaadinsoch', 'tumharin', 'jihadinbaap', 'tumharanxe2x80xa6']",rt us hashtagnky chaht hon aazaadina aat kya hain barbaadinlog tumh fasaadinsoch tumharin jihadinbaap tumharanxe2x80xa6,rt user hashtagnkya chahte hon aazaadinaur aati kya hain barbaadinlog tumharen fasaadinsoch tumharin jihadinbaap tumharanxe2x80xa6,"Rata users want Hashtagankya what is Azadinour coming to? What is the waste?
"
2666,5332,0.0,RT @kingkha29836365: @thewirehindi Pakistan \xf0\x9f\x87\xb5\xf0\x9f\x87\xb0 me jitne bhi aatankwadi sangathan hain kabhi unko kisi ne Pakistan murdabad ka Nara lagate n\xe2\x80\xa6,"['rt', 'user', 'user', 'pakistan', 'xf0x9fx87xb5xf0x9fx87xb0', 'me', 'jitne', 'bhi', 'aatankwadi', 'sangathan', 'hain', 'kabhi', 'unko', 'kisi', 'ne', 'pakistan', 'murdabad', 'ka', 'nara', 'lagate', 'nxe2x80xa6']",rt us us pak xf0x9fx87xb5xf0x9fx87xb0 me jitn bhi aatankwad sangath hain kabh unko kis ne pak murdabad ka nar lag nxe2x80xa6,rt user user pakistan xf0x9fx87xb5xf0x9fx87xb0 me jitne bhi aatankwadi sangathan hain kabhi unko kisi ne pakistan murdabad ka nara lagate nxe2x80xa6,"Based user user Pakistan Ksf 0 bus 9 Fks 87 Ksb 5 xF 0 bus 9 Fks 87 Ksb are many terrorist organizations 0 never Nkse put them slogan a Pakistan Down 2 bus 80 bus 6
"
2667,5334,0.0,@adi_tripathi @qvJ2bt0uTn5K3E0 @Vinay_P10 @BJP4India @AmitShah Phir paheli aatankwadi sushma swaraj hai kyunki visa\xe2\x80\xa6 https://t.co/OMELZrGyTf,"['user', 'user', 'user', 'user', 'user', 'phir', 'paheli', 'aatankwadi', 'sushma', 'swaraj', 'hai', 'kyunki', 'visaxe2x80xa6', 'url']",us us us us us phir pahel aatankwad sushm swaras hai kyunk visaxe2x80xa6 url,user user user user user phir paheli aatankwadi sushma swaraj hai kyunki visaxe2x80xa6 url,"USER USER USER USER IS THE FIRST TERROR SUSHMA SWARAJ BECAUSE WISE 2X 80X 6 URL
"
2668,5336,0.0,@RoflRavish @yadav24naveen @sardanarohit Apka aatankwadi Kuch nhi krenge sir ye to Pakka hai,"['user', 'user', 'user', 'apka', 'aatankwadi', 'kuch', 'nhi', 'krenge', 'sir', 'ye', 'to', 'pakka', 'hai']",us us us apk aatankwad kuch nhi kreng sir ye to pakk hai,user user user apka aatankwadi kuch nhi krenge sir ye to pakka hai,"User user user your terrorist will not do anything sir, that's for sure
"
2669,5338,2.0,"@AshiQuotes suar ki aulad hai aamir, saala aatankwadi hai ye","['user', 'suar', 'ki', 'aulad', 'hai', 'aamir', 'saala', 'aatankwadi', 'hai', 'ye']",us suar ki aulad hai aamir saal aatankwad hai ye,user suar ki aulad hai aamir saala aatankwadi hai ye,"Aamir's brother is a terrorist
"
2670,5340,2.0,"@UmarKhalidJNU Chup be lode maderchod bhosdike, aatankwadi ki aulad","['user', 'chup', 'be', 'lode', 'maderchod', 'bhosdike', 'aatankwadi', 'ki', 'aulad']",us chup be lod maderchod bhosdik aatankwad ki aulad,user chup be lode maderchod bhosdike aatankwadi ki aulad,"User silently returned Madarchod Bhosdike Terrorist child
"
2671,5342,0.0,@NA24919464 @iSonuNigam @AmitShah @BJP4India @BJP4Gujarat Bhai desh ke itihas me itne aatankwadi kab mare gaye the jara ye bhi bataoge,"['user', 'user', 'user', 'user', 'user', 'bhai', 'desh', 'ke', 'itihas', 'me', 'itne', 'aatankwadi', 'kab', 'mare', 'gaye', 'the', 'jara', 'ye', 'bhi', 'bataoge']",us us us us us bha desh ke itiha me itn aatankwad kab mar gay the jar ye bhi bataog,user user user user user bhai desh ke itihas me itne aatankwadi kab mare gaye the jara ye bhi bataoge,"User, user, user, user brother, when so many terrorists died in the history of the country, just tell me
"
2672,5344,0.0,@Aakanksha130 @sardanarohit @Uppolice @upcoprahul Akela bhare pe rahne walon ko ek aatankwadi marta hi or kya hua b\xe2\x80\xa6 https://t.co/F59mUWc0RE,"['user', 'user', 'user', 'user', 'akela', 'bhare', 'pe', 'rahne', 'walon', 'ko', 'ek', 'aatankwadi', 'marta', 'hi', 'or', 'kya', 'hua', 'bxe2x80xa6', 'url']",us us us us akel bhar pe rahn walon ko ek aatankwad mart hi or kya hua bxe2x80xa6 url,user user user user akela bhare pe rahne walon ko ek aatankwadi marta hi or kya hua bxe2x80xa6 url,"User User User User A terrorist dies for those who live alone and what happened to box2x80x6 URL
"
2673,5346,0.0,RT @ImAvinashKardam: Smjh nh aata jb hmko sb pta h saboot bhi rehte h hnare pass pakistan k khilaf ki aatankwadi ko whi bhejta h Hindustan\xe2\x80\xa6,"['rt', 'user', 'smjh', 'nh', 'aata', 'jb', 'hmko', 'sb', 'pta', 'h', 'saboot', 'bhi', 'rehte', 'h', 'hnare', 'pass', 'pakistan', 'k', 'khilaf', 'ki', 'aatankwadi', 'ko', 'whi', 'bhejta', 'h', 'hindustanxe2x80xa6']",rt us smjh nh aat jb hmko sb pta h saboot bhi reht h hnar pass pak k khilaf ki aatankwad ko whi bhejt h hindustanxe2x80xa6,rt user smjh nh aata jb hmko sb pta h saboot bhi rehte h hnare pass pakistan k khilaf ki aatankwadi ko whi bhejta h hindustanxe2x80xa6,"Indian users do not understand when we know all the proofs, we send the same terrorists against Pakistan.
"
2674,5348,2.0,@nagendrapathak @sambitswaraj @OffcialRajiv Mahatma Gandhi \n\nYaa\n\nAatankwadi harami godse...???,"['user', 'user', 'user', 'mahatma', 'gandhi', 'nnyaannaatankwadi', 'harami', 'godse']",us us us mahatm gandh nnyaannaatankwad haram gods,user user user mahatma gandhi nnyaannaatankwadi harami godse,"User Users of Mahatma Gandhi
"
2675,5350,2.0,@ur99 Kya chahte ho?\n- Aazaadi!\nKuch aata jaata?\n- Barbaadi!\nLog tumhare?\n- Fasaadi!\nSoch tumhari?\n- Jihadi!\nBaap t\xe2\x80\xa6 https://t.co/YJiwCBCWBW,"['user', 'kya', 'chahte', 'hon', 'aazaadinkuch', 'aata', 'jaatan', 'barbaadinlog', 'tumharen', 'fasaadinsoch', 'tumharin', 'jihadinbaap', 'txe2x80xa6', 'url']",us kya chaht hon aazaadinkuch aat jaat barbaadinlog tumh fasaadinsoch tumharin jihadinbaap txe2x80xa6 url,user kya chahte hon aazaadinkuch aata jaatan barbaadinlog tumharen fasaadinsoch tumharin jihadinbaap txe2x80xa6 url,"What users want freely
"
2676,5352,0.0,@Alikhansdaring @Maniking0179 @mujworld @SyedGhayasuddi9 @_4Nation_ @alamgirizvi @Naveen_Kr_Shahi @SunilKandalkar4\xe2\x80\xa6 https://t.co/opGHkjHLRG,"['user', 'user', 'user', 'user', 'user', 'user', 'user', 'mentionxe2x80xa6', 'url']",us us us us us us us mentionxe2x80xa6 url,user user user user user user user mentionxe2x80xa6 url,"user user user user user user user mentionxe2x80xa6 url
"
2677,5354,0.0,@nagendrarawat53 @BJP4India Mangne ko kahta \n\nMagar aisa kuch nahi huaa \n\nAmerica bhi chup rashiya bhi chup\n\nKyu ai\xe2\x80\xa6 https://t.co/XOqUbSAi1W,"['user', 'user', 'mangne', 'ko', 'kahta', 'nnmagar', 'aisa', 'kuch', 'nahi', 'huaa', 'nnamerica', 'bhi', 'chup', 'rashiya', 'bhi', 'chupnnkyu', 'aixe2x80xa6', 'url']",us us mangn ko kaht nnmagar ais kuch nah hua nnameric bhi chup rashiy bhi chupnnkyu aixe2x80xa6 url,user user mangne ko kahta nnmagar aisa kuch nahi huaa nnamerica bhi chup rashiya bhi chupnnkyu aixe2x80xa6 url,"User asks to ask for help
"
2678,5356,0.0,@AmitShah @BJP4India @BJP4Gujarat Lag to nahi raha h Sir... Geenti ke 500aadmi bhi nahi dikh rahe... Aur mudda wahi\xe2\x80\xa6 https://t.co/wzowWz0ijv,"['user', 'user', 'user', 'lag', 'to', 'nahi', 'raha', 'h', 'sir', 'geenti', 'ke', '500aadmi', 'bhi', 'nahi', 'dikh', 'rahe', 'aur', 'mudda', 'wahixe2x80xa6', 'url']",us us us lag to nah rah h sir geent ke 500aadmi bhi nah dikh rah aur mudd wahixe2x80xa6 url,user user user lag to nahi raha h sir geenti ke 500aadmi bhi nahi dikh rahe aur mudda wahixe2x80xa6 url,"The user is not looking like the user, even 500 people of the head count are not seen and the issue is 2 x 80 x 6 URL
"
2679,5358,0.0,@nagendrarawat53 @BJP4India Pta lagakar aatankwadi ko khatm kyu nahi kar dete\n\nAise dono halat me shaq paida hota h\xe2\x80\xa6 https://t.co/Zw2ACACsmK,"['user', 'user', 'pta', 'lagakar', 'aatankwadi', 'ko', 'khatm', 'kyu', 'nahi', 'kar', 'detennaise', 'dono', 'halat', 'me', 'shaq', 'paida', 'hota', 'hxe2x80xa6', 'url']",us us pta lagak aatankwad ko khatm kyu nah kar detenna dono hal me shaq paid hot hxe2x80xa6 url,user user pta lagakar aatankwadi ko khatm kyu nahi kar detennaise dono halat me shaq paida hota hxe2x80xa6 url,"Why do not you eliminate terrorist by finding user?
"
2680,5360,2.0,Congress party mein koi bhi aa sakta hai Bhrashtachari naksali algawadi aatankwadi Kanhaiya Kumar Hardik Patel niza\xe2\x80\xa6 https://t.co/jfHb76SGHx,"['congress', 'party', 'mein', 'koi', 'bhi', 'aa', 'sakta', 'hai', 'bhrashtachari', 'naksali', 'algawadi', 'aatankwadi', 'kanhaiya', 'kumar', 'hardik', 'patel', 'nizaxe2x80xa6', 'url']",congress party mein koi bhi aa sakt hai bhrashtachari naksal algawad aatankwad kanhaiy kum hardik patel nizaxe2x80xa6 url,congress party mein koi bhi aa sakta hai bhrashtachari naksali algawadi aatankwadi kanhaiya kumar hardik patel nizaxe2x80xa6 url,"Anyone can enter the Congress party, corrupt Naxalite terrorist terrorist Kanhaiya Kumar Hardik Patel Nijaxi 2x 80x 6 URL
"
2681,5362,1.0,@narendramodi Masjid todne ke Baap  BJP ne jo shamsan kiya tha wo kaun sa rashtrawadi tha aacha wo Aatankwadi tha j\xe2\x80\xa6 https://t.co/4VfzweWN4p,"['user', 'masjid', 'todne', 'ke', 'baap', 'bjp', 'ne', 'jo', 'shamsan', 'kiya', 'tha', 'wo', 'kaun', 'sa', 'rashtrawadi', 'tha', 'aacha', 'wo', 'aatankwadi', 'tha', 'jxe2x80xa6', 'url']",us masjid todn ke baap bjp ne jo shams kiy tha wo kaun sa rashtrawad tha aach wo aatankwad tha jxe2x80xa6 url,user masjid todne ke baap bjp ne jo shamsan kiya tha wo kaun sa rashtrawadi tha aacha wo aatankwadi tha jxe2x80xa6 url,"Which nationalist was the father of BJP who destroyed the Masjid, was a terrorist, Jaksi 2 x 80, 6 url
"
2682,5364,0.0,@thewirehindi Pakistan \xf0\x9f\x87\xb5\xf0\x9f\x87\xb0 me jitne bhi aatankwadi sangathan hain kabhi unko kisi ne Pakistan murdabad ka Nara lagat\xe2\x80\xa6 https://t.co/oGSX0uOlxY,"['user', 'pakistan', 'xf0x9fx87xb5xf0x9fx87xb0', 'me', 'jitne', 'bhi', 'aatankwadi', 'sangathan', 'hain', 'kabhi', 'unko', 'kisi', 'ne', 'pakistan', 'murdabad', 'ka', 'nara', 'lagatxe2x80xa6', 'url']",us pak xf0x9fx87xb5xf0x9fx87xb0 me jitn bhi aatankwad sangath hain kabh unko kis ne pak murdabad ka nar lagatxe2x80xa6 url,user pakistan xf0x9fx87xb5xf0x9fx87xb0 me jitne bhi aatankwadi sangathan hain kabhi unko kisi ne pakistan murdabad ka nara lagatxe2x80xa6 url,"User Pakistan Ksf 0 bus 9 Fks 87 Ksb 5 xF 0 bus 9 Fks 87 Ksb are many terrorist organizations 0 them at a Pakistan Down slogan Lgtse 2 bus 80 bus 6 URL
"
2683,5366,0.0,@Alikhansdaring @Maniking0179 @mujworld @SyedGhayasuddi9 @_4Nation_ @alamgirizvi @Naveen_Kr_Shahi @SunilKandalkar4\xe2\x80\xa6 https://t.co/dcBLteOi4q,"['user', 'user', 'user', 'user', 'user', 'user', 'user', 'mentionxe2x80xa6', 'url']",us us us us us us us mentionxe2x80xa6 url,user user user user user user user mentionxe2x80xa6 url,"user user user user user user user mentionxe2x80xa6 url
"
2684,5368,0.0,ye batao aatankwadi kaun hai https://t.co/a3Y9JxvtpX,"['ye', 'batao', 'aatankwadi', 'kaun', 'hai', 'url']",ye batao aatankwad kaun hai url,ye batao aatankwadi kaun hai url,"Tell me who is the terrorist URL
"
2685,5370,0.0,@spkanpurteam @IamBirbalyadav @yadavakhilesh Jisko bhagana tha logne uso U P se bhag diya. Aur rahi aatankwadi ki w\xe2\x80\xa6 https://t.co/tfLGP7VPKj,"['user', 'user', 'user', 'jisko', 'bhagana', 'tha', 'logne', 'uso', 'you', 'p', 'se', 'bhag', 'diya', 'aur', 'rahi', 'aatankwadi', 'ki', 'wxe2x80xa6', 'url']",us us us jisko bhagan tha logn uso you p se bhag diy aur rah aatankwad ki wxe2x80xa6 url,user user user jisko bhagana tha logne uso you p se bhag diya aur rahi aatankwadi ki wxe2x80xa6 url,"User, User, who had to run, they ran away from him and the terrorist's Wax 2x 80x 6 URL
"
2686,5372,0.0,Smjh nh aata jb hmko sb pta h saboot bhi rehte h hnare pass pakistan k khilaf ki aatankwadi ko whi bhejta h Hindust\xe2\x80\xa6 https://t.co/23kMBFdDzO,"['smjh', 'nh', 'aata', 'jb', 'hmko', 'sb', 'pta', 'h', 'saboot', 'bhi', 'rehte', 'h', 'hnare', 'pass', 'pakistan', 'k', 'khilaf', 'ki', 'aatankwadi', 'ko', 'whi', 'bhejta', 'h', 'hindustxe2x80xa6', 'url']",smjh nh aat jb hmko sb pta h saboot bhi reht h hnar pass pak k khilaf ki aatankwad ko whi bhejt h hindustxe2x80xa6 url,smjh nh aata jb hmko sb pta h saboot bhi rehte h hnare pass pakistan k khilaf ki aatankwadi ko whi bhejta h hindustxe2x80xa6 url,"I do not understand when we know all the proofs, we send the same to the terrorist against Pakistan.
"
2687,5374,0.0,@nanakdhar1 @AnchorAnandN @TimesNow Bhagwa aatankwadi hain tu. Bhagwa Taliban.,"['user', 'user', 'user', 'bhagwa', 'aatankwadi', 'hain', 'tu', 'bhagwa', 'taliban']",us us us bhagw aatankwad hain tu bhagw talib,user user user bhagwa aatankwadi hain tu bhagwa taliban,"User user user saffron terrorist you are saffron taliban
"
