,label,user,tweet,emb,cleaned_tweets,lemmas
2706,1,219925338,819924673794281473,"[-1.7659483e+00 -7.3635430e+00  3.1958435e+00  6.6423726e+00
  3.3587879e-01 -1.3146893e+00  8.1907597e+00 -6.6960111e+00
  1.9108956e+00  4.6426969e+00 -2.3929212e+00  6.5923228e+00
 -4.3888637e-01  1.0751103e+00  7.6556420e-01  2.6511291e-01
 -5.5346985e+00 -2.4100337e+00  1.4216621e+00  4.9355683e+00
 -3.9784114e+00 -1.7943192e+00  5.8423634e+00  5.3704729e+00
 -5.2875233e+00 -8.6953819e-01  3.2586508e+00 -8.4318771e+00
 -6.1944902e-01 -1.8103917e+00 -7.8467989e+00 -8.3850902e-01
  7.5466067e-01  7.9607172e+00  4.2636118e+00 -1.5121306e+00
  3.3184893e+00  4.1912704e+00 -1.6289345e+00 -6.4423647e+00
 -1.1745838e+00 -3.2746420e+00  8.0902451e-01  1.2579623e+00
  3.5473163e+00  1.8965745e+00  6.5692401e-01  1.0828333e+00
  1.0673490e+01  2.1525300e+00 -6.9879212e+00  1.5877560e+00
 -2.1260862e+00 -2.6244433e+00 -6.1505775e+00  2.0053700e-01
 -3.6055782e+00  3.0870481e+00 -2.6133494e+00 -3.5732126e+00
  5.1613355e+00  2.1955228e+00 -9.9875666e-03 -3.0793037e+00]","<User> Brother, tell me, you are talking about the M Murathal Rape case. In the rape case, you will be ahead of the High Court.",<user> bhai ye batao tum ji murthal rape case ki baat kar rahe ho wo rape case mein tum high court se aage hogaye
2707,0,1122051733,819922021437947904,"[ 1.6976233  -0.37669662  1.9772254  -0.6284268  -1.6062298  -0.58134145
  0.6966133   0.3007401  -0.14916949 -1.9254496   0.5464006   1.0973155
  0.85298115  0.3346821  -0.46474648  1.1898131  -1.1020242   1.0483121
  3.0560062   1.0658532  -0.56318563 -0.28620547 -0.24044675  0.9269442
  1.2300769  -1.0259557  -1.0368826  -0.5081854   0.9267023  -0.74981177
  1.1458371   0.99993    -1.3196534   1.996093   -1.1603719   1.3134874
 -1.4436206   2.427286    1.5321438  -0.9891836  -1.1450912   0.0482989
  0.80543524  0.5868761   0.9903223   0.21884646 -0.3880271  -2.770381
 -1.2773284  -0.8016105  -0.04591681  0.46016073 -0.4135305  -0.01323325
 -0.46932232 -0.22592986  1.2239145  -1.363741    2.995324    3.1543446
  0.29656127 -1.1585174  -1.1221421   1.3376184 ]",<User> How do you housse a woman hosk on Shem on You,<user> tum kaisi aurat hosrk ko hate karti ho shame on you
2708,0,884888844,819921675173105664,"[ 1.4048615e+00 -3.3835454e+00 -1.4194371e+00 -4.2210088e+00
 -6.0760942e+00  7.1721159e-02  9.5714635e-01 -5.8990493e+00
 -2.3821931e+00  1.8006370e+00  4.9320900e-01  1.0412308e-01
  1.0759069e+00  8.9769816e-01 -4.5139675e+00  1.3231133e+00
 -3.5152781e+00 -2.0844421e+00  1.6985308e+00 -3.5616153e-01
  1.7469308e+00  4.6885099e+00 -1.5613385e+00 -6.2788434e-02
  1.2181031e+00 -3.9860201e+00  3.6798532e+00 -1.0781051e+01
  3.4704261e+00  7.8253902e-02  4.8266296e+00 -3.2630847e+00
 -1.1405739e+00  5.2469063e+00 -5.9814000e+00  6.5519543e+00
 -1.2943048e+00 -6.5744057e+00  5.8650404e-01  3.0104280e+00
 -1.6393620e+00 -8.2034212e-01 -6.9845605e-01  4.7327824e+00
  8.9741815e-03  3.6477365e+00 -3.4143965e+00  3.0139344e+00
  3.1895823e+00 -4.3282833e+00  7.8475018e+00 -6.0940561e+00
  2.1729398e+00  6.6004686e+00  6.0122472e-01 -1.0807598e+00
 -4.6434513e-01 -6.0494089e-01  3.9148374e+00  3.1104527e+00
 -5.5214334e+00  2.3075299e+00 -1.7645411e-01  2.8433678e+00]",Do you have it? This is a nonsense why Urdu is stacked,kara hai kari hai ye kia bkwaas hai kyu urdu ka rape kara hua hai tum ny
2709,0,803491093757108224,819921260930994177,"[-0.0068238  -0.00673134 -0.00254347  0.00345322 -0.00757525  0.00755107
 -0.00736425 -0.00361813  0.00099308 -0.00036398  0.00757377 -0.00376718
 -0.00286774 -0.00477138  0.0041223  -0.00424402  0.00053971 -0.00467577
  0.00531631  0.00699814  0.00534039  0.00523735 -0.0059637  -0.00626523
  0.00317627 -0.00192017 -0.00646807 -0.00535337 -0.00242957 -0.00208483
  0.00293683 -0.00566245  0.00077554 -0.00036473  0.00060101  0.00580457
  0.00570496 -0.00502748  0.0028615   0.0054268   0.00693048 -0.00226031
 -0.00122271  0.00561979 -0.00083212  0.00525388  0.00262992 -0.00601962
 -0.00763341  0.0029865   0.00509653 -0.00704533 -0.00448091  0.00511416
 -0.00392154  0.00322887  0.00150895 -0.00324627  0.00419844 -0.00625331
 -0.00500251 -0.00099827  0.00161967  0.00713523]",<User> <User> Jagga Tera Hate Makes You Too All India Hates.,<user> <user> jagga tera hate karna banta hai tujhe toh sara india hate karta haishame on you
2710,1,2778715014,819920747791548416,"[ 2.2010748  -0.09804878  0.7039511  -1.6418433  -3.816131   -2.126654
 -0.26695466 -3.9697478   3.54132    -2.0834649  -1.8593185  -0.14224122
 -1.4974295  -2.2489717  -0.9414807  -0.74699986 -1.5625433  -1.1732516
  1.1089941   3.7888098  -1.1714208  -1.7536238  -1.5790182   1.9266787
  0.52498007  0.66988516  1.6759164  -1.7543316  -1.6899624   0.56957763
 -1.3389602   0.6549813  -0.7824435   1.3314897   1.7653931   1.240214
  1.7801692  -0.11840533 -2.0294785   1.3992549  -0.9584521  -0.77258754
 -0.7846522   0.72843695  1.8833947   0.2656221   1.5845488   1.279807
  2.6636126   0.7088838   1.5750229   0.15369822  3.8988416  -2.8455803
 -0.59221584 -3.9181094   1.007778   -1.4846966   1.5743153  -2.0579734
 -2.3267384   0.6208988   1.6530936   0.5634982 ]",<User> gimmick my hawt bay knot so weak ok you must have forgotten me,<user> nautanki mera hate be not so kamzor ok tui bhool gayi hogi mujhe
2711,0,54179912,819915460502122497,"[-0.38521624 -1.3873805   0.14208663 -1.6506459  -1.1277703  -1.8748574
 -1.3650769  -1.6707058   1.3641499   1.0265405   0.83172494  3.514256
 -0.6468629   0.6573537   0.19806945  2.3484845   0.00650776  3.9595637
 -0.24282795  0.18525265  0.10504678 -0.7790594  -2.3389013   0.4766902
 -0.2965124   1.8752667   1.040268   -3.127589   -0.90174025 -3.2400446
  0.2685307   1.5106057  -2.0773234  -1.7038496  -1.0116771   0.49715105
  0.53962344  3.3698356  -1.6217408  -1.1415337   1.1345311   1.8326305
  1.3962568  -2.319096    0.7351513  -2.2880313  -0.29782957  0.46760404
  0.7992436  -1.4559774   1.1982512  -0.12076636 -0.10914505 -1.0603956
 -1.946789   -0.43344513 -1.9608613  -2.716808   -0.74859613 -0.25385568
 -4.509881   -2.9625382  -2.113913   -1.5670033 ]",This hate speech is <user> <url>,ini hate speech nih pak <user> <url>
2712,1,775904206725218305,819889365509750788,"[-0.03802897  1.8725115   0.39554513 -1.3033009  -2.7494006  -3.2178934
 -2.053496   -0.6140098   1.0702544   1.0890218   0.74482185  2.3017776
 -0.85508543 -4.355292   -0.653864    1.1477584  -0.83356446  2.4416373
 -0.873876    1.0879357   0.05289377  1.698219    0.5095348  -0.28439066
  3.2991703  -1.2312548  -1.42019    -0.3390089   1.0170927  -1.4254686
  0.78288    -1.5867782  -2.5868378   0.62123203 -0.8934718   0.9583506
 -1.140765   -0.303973    0.00743024 -2.3426418  -1.692582   -0.8310132
 -2.200451   -0.63615423  1.1763136  -0.26376483 -0.5774694   1.7631614
  1.2350023   3.4357312  -2.3397863   0.26002768  0.48347142 -3.3254874
 -0.43477193  0.9895779   0.6758723   0.34757575  2.9503288   2.1814404
  0.19859171  2.1332595   0.5284779  -1.8740014 ]",<User> Ever seems to go to the home of the house <Hashtag> Mu sujadooni hate u hashtagkake wich,<user> kabhi toh lagta hai bb ghar me jaake <hashtag> k muh sujadooni hate you hashtagmakeup witch
2713,1,2920294975,819881289717313536,"[-6.6774799e-03  7.2222850e-03 -1.9144770e-03  2.5145023e-03
 -7.4796652e-04 -6.8838019e-03 -1.7744029e-04  1.5525923e-04
 -4.0300209e-03 -5.8368058e-03 -4.3631997e-03  5.8501572e-03
 -3.4426406e-03  1.6494326e-03  6.7205015e-03 -6.4069913e-03
 -1.2532100e-03 -4.7440063e-03 -1.9159364e-04 -4.4349898e-03
 -1.4784860e-03  7.0980554e-03 -6.3379728e-03  7.4470555e-03
 -7.4081128e-03  9.7455631e-04 -5.3460398e-03 -3.3005334e-03
 -7.2780750e-03  3.7594382e-03  7.0613660e-03 -4.6824161e-03
  5.5954326e-03 -1.3011155e-03  6.7278291e-03  6.0856934e-03
 -8.9811551e-04  2.0219419e-05 -5.8921584e-04 -5.9076995e-03
  6.4439448e-03 -5.2859783e-03  3.3173498e-03 -5.1566209e-03
  2.9804299e-03 -8.3100819e-04 -4.6776133e-04 -1.1895375e-03
 -1.3771841e-03 -4.3530222e-03 -6.3618119e-03  1.7401892e-03
 -5.1178103e-03 -5.9864223e-03 -5.0782827e-03 -7.0496630e-03
 -6.8675517e-03 -1.8836225e-03 -2.3550787e-03 -5.5553215e-03
 -6.4175264e-03 -6.9940165e-03  5.8230562e-03 -4.7537442e-03]",<User> So stand for all those sisters who suffer from acne sufferers treat their pain <User> <User> <User>,<user> itna stand un sab bahno ke liye lo jo acid pidit h rape pidit h unka dard samjho <user> <user> <user>
2714,0,2255707996,819880545433751552,"[-0.00192676 -0.00697524 -0.00279491  0.00597263 -0.00689817 -0.00728325
 -0.00195527  0.0043209  -0.00283159  0.00710042  0.0063137   0.00110209
 -0.00433324  0.00024172  0.00030704  0.00665598 -0.00416741  0.00405076
 -0.00462555 -0.00606358  0.0033554   0.00032074 -0.00282526  0.00274613
  0.00755281  0.00358484  0.00175841 -0.0026737  -0.00154328  0.00186222
  0.00490109 -0.00263942  0.00203149 -0.00637414 -0.00543535 -0.00550094
  0.00033511 -0.00699074  0.00738191 -0.006805    0.00319524 -0.00757801
  0.00735688  0.00424904 -0.00581652  0.00467189 -0.00541571  0.00167763
 -0.00221972 -0.00179671 -0.00032909 -0.00275454 -0.0027494   0.00179235
 -0.00665718  0.00098385  0.00142582 -0.00312095  0.00515058  0.00476754
 -0.00596126 -0.00054694  0.00726252  0.0043611 ]","<User> Bapu had already lost in the Congress of Cong, and now it is not the only thing that Modi has captured Bapu's pas",<user> bapu pehle bhi hate they cong ki sarkar me aur ab sirf hathe nahi modi ne bapu ke paze per kabja kar lia
2715,1,2920294975,819880465217814528,"[-6.6774799e-03  7.2222850e-03 -1.9144770e-03  2.5145023e-03
 -7.4796652e-04 -6.8838019e-03 -1.7744029e-04  1.5525923e-04
 -4.0300209e-03 -5.8368058e-03 -4.3631997e-03  5.8501572e-03
 -3.4426406e-03  1.6494326e-03  6.7205015e-03 -6.4069913e-03
 -1.2532100e-03 -4.7440063e-03 -1.9159364e-04 -4.4349898e-03
 -1.4784860e-03  7.0980554e-03 -6.3379728e-03  7.4470555e-03
 -7.4081128e-03  9.7455631e-04 -5.3460398e-03 -3.3005334e-03
 -7.2780750e-03  3.7594382e-03  7.0613660e-03 -4.6824161e-03
  5.5954326e-03 -1.3011155e-03  6.7278291e-03  6.0856934e-03
 -8.9811551e-04  2.0219419e-05 -5.8921584e-04 -5.9076995e-03
  6.4439448e-03 -5.2859783e-03  3.3173498e-03 -5.1566209e-03
  2.9804299e-03 -8.3100819e-04 -4.6776133e-04 -1.1895375e-03
 -1.3771841e-03 -4.3530222e-03 -6.3618119e-03  1.7401892e-03
 -5.1178103e-03 -5.9864223e-03 -5.0782827e-03 -7.0496630e-03
 -6.8675517e-03 -1.8836225e-03 -2.3550787e-03 -5.5553215e-03
 -6.4175264e-03 -6.9940165e-03  5.8230562e-03 -4.7537442e-03]",<User> So stand for all those sisters who suffer from acne sufferers treat their pain <User> <User> <User>,<user> itna stand un sab bahno ke liye lo jo acid pidit h rape pidit h unka dard samjho <user> <user> <user>
2716,1,2920294975,819880165778006016,"[-6.6774799e-03  7.2222850e-03 -1.9144770e-03  2.5145023e-03
 -7.4796652e-04 -6.8838019e-03 -1.7744029e-04  1.5525923e-04
 -4.0300209e-03 -5.8368058e-03 -4.3631997e-03  5.8501572e-03
 -3.4426406e-03  1.6494326e-03  6.7205015e-03 -6.4069913e-03
 -1.2532100e-03 -4.7440063e-03 -1.9159364e-04 -4.4349898e-03
 -1.4784860e-03  7.0980554e-03 -6.3379728e-03  7.4470555e-03
 -7.4081128e-03  9.7455631e-04 -5.3460398e-03 -3.3005334e-03
 -7.2780750e-03  3.7594382e-03  7.0613660e-03 -4.6824161e-03
  5.5954326e-03 -1.3011155e-03  6.7278291e-03  6.0856934e-03
 -8.9811551e-04  2.0219419e-05 -5.8921584e-04 -5.9076995e-03
  6.4439448e-03 -5.2859783e-03  3.3173498e-03 -5.1566209e-03
  2.9804299e-03 -8.3100819e-04 -4.6776133e-04 -1.1895375e-03
 -1.3771841e-03 -4.3530222e-03 -6.3618119e-03  1.7401892e-03
 -5.1178103e-03 -5.9864223e-03 -5.0782827e-03 -7.0496630e-03
 -6.8675517e-03 -1.8836225e-03 -2.3550787e-03 -5.5553215e-03
 -6.4175264e-03 -6.9940165e-03  5.8230562e-03 -4.7537442e-03]",<User> So stand for all those sisters who suffer from Acid sufferers treat their pain <User> <User> <User> <User>,<user> itna stand un sab bahno ke liye lo jo acid pidit h rape pidit h unka dard samjho <user> <user> <user> <user>
2717,1,819843579833028609,819874949322018818,"[ 2.6356541e-03  1.9835737e-03 -5.1843086e-03 -3.2195605e-03
 -6.9943662e-03 -6.7061628e-04  5.9726927e-03 -4.9641673e-03
  3.1071485e-04 -2.4284348e-03  4.4462141e-03 -3.7180039e-03
  1.0726838e-03 -5.1278588e-03  5.9949383e-03 -7.7863480e-03
  6.6043036e-03 -5.5477634e-05 -6.4319088e-03 -2.8473618e-03
 -4.6188920e-03 -1.4330967e-03 -4.8086897e-04 -5.5206544e-03
  6.6922177e-03  1.3224377e-03  5.2399533e-03 -4.8015476e-03
  3.3805184e-03 -4.2699319e-03  6.2746610e-03  6.2653045e-03
  8.3255273e-04 -7.7987835e-03 -1.6784704e-03  5.5916980e-03
  5.1070359e-03 -6.2726000e-03 -7.0696790e-03  7.6220296e-03
  5.7691857e-03  8.4520516e-04  1.2579833e-03 -1.1224763e-03
 -3.2028898e-03  2.4435944e-03  6.9587859e-03 -6.1643766e-03
 -6.4913658e-03 -6.5743537e-03 -9.0420421e-04  1.0300650e-03
 -3.1626993e-03  4.7072675e-03  3.5139343e-03  5.7567377e-04
  2.8045166e-03  4.9133797e-04 -6.4393403e-03  4.0231412e-03
  5.4407460e-03 -7.6089608e-03  1.9806337e-03 -4.5474265e-03]",<User> <User> If you hate Bani then why are you doing time?,<user> <user> agar tum bani ko hate karta ho toh time kyu waste kar rahe ho by post on bani post
2718,0,3271763527,819862082325725184,"[-7.4805380e-03  3.5401445e-03  5.2365049e-05  4.1680918e-03
  4.8344216e-04 -7.7179638e-03 -2.6185238e-03  2.2334626e-03
  7.6480885e-03  4.0754313e-03  6.5401257e-03  5.7134307e-03
  2.9932517e-03 -7.5986292e-03 -3.8387484e-04  7.9047069e-04
 -6.0001854e-03 -1.7846962e-03 -7.2187320e-03  3.6047753e-03
 -3.8761098e-03 -6.7102797e-03  7.1188575e-03  1.5811110e-03
  6.6045928e-03 -2.2893730e-03  3.4941065e-03 -3.6014060e-03
 -1.6333393e-04  5.9643369e-03 -3.6313196e-03  2.4929217e-03
  6.1338963e-03 -4.0461798e-03  4.1713300e-03  6.9951057e-03
  5.1637236e-03  7.0942943e-03  6.9045491e-04 -6.7179007e-03
 -1.1509287e-03  6.0008643e-03  4.6890038e-03  7.5077172e-03
 -1.5010893e-03 -2.7160260e-03  7.5197890e-03 -5.0329799e-03
  1.3235570e-03  5.7859551e-03  5.1305490e-03 -5.7551037e-03
  6.1968663e-03  3.9440775e-04 -6.0105440e-04  5.5333530e-03
  6.7203911e-03 -5.1689940e-03 -5.5897962e-03  2.3740877e-03
 -4.5496337e-05 -1.3738491e-03  7.0421752e-03 -3.0313353e-03]",<User> <User> <User> Word for Lopa shakal too messy heart too messy everything messy hat hack,<user> <user> <user> word for lopa shakal bhi gandi dil bhi ganda sab kuch ganda hate her
2719,1,4671359352,819840696769187840,"[-0.00037812  0.00070479 -0.00534533 -0.0059681  -0.0062876   0.00512364
 -0.00319105  0.00641112 -0.0036037   0.00696546  0.00370962  0.00539152
 -0.00499371 -0.00214335  0.00327402 -0.00125604 -0.0064717  -0.00201759
 -0.00558918  0.00686307  0.00058372  0.00048008 -0.00600666 -0.00393902
 -0.00094042  0.00645253 -0.00504128  0.00247722  0.00490545  0.00473168
  0.00623204 -0.00406825 -0.00077837  0.00224818  0.00533227  0.0016512
 -0.00219252  0.00437433  0.0018099   0.00447691  0.004288    0.00098118
  0.00370813  0.00219014 -0.00508362  0.00444134 -0.00327066  0.00250907
 -0.00780226  0.00025434  0.00543493 -0.00015934 -0.0063947   0.00149719
  0.00026868 -0.00586904  0.00253346  0.00375759 -0.00017988 -0.00594117
 -0.00560946  0.00123827  0.00558493  0.00714119]","<User> <User> Bhanwari Devi's name was Rajasthan's, he put Raga Pe Rappe kr apa and got dead body.",<user> <user> bhanwari devi ka nam yad hai rajsthan ki thi unhone raga pe rape kr arop dala aur dead body mili unki
2720,0,2907081943,819821632390922240,"[-0.00273631  0.00264212 -0.00534688 -0.00188921  0.0070854   0.00550978
 -0.00022737  0.00362015  0.00464627 -0.00382318 -0.00084789  0.00728444
 -0.00694181 -0.0005778  -0.0011294   0.00549107  0.00351512  0.00455892
  0.00605359 -0.0072213   0.00100252  0.0067794   0.00224107 -0.00070418
 -0.0062826  -0.00482616  0.00025345  0.00234293  0.00325356 -0.00760516
  0.00663377 -0.00201361  0.00717851 -0.00050573  0.00411896  0.00654664
 -0.00083596 -0.0031594  -0.00267069  0.00616345 -0.00772836  0.00052549
  0.00352779 -0.00292047  0.00418096 -0.00604449 -0.00093542  0.00158754
  0.00676327  0.0031544  -0.00669401  0.00660441  0.0012159   0.0019108
 -0.00152975 -0.00328092 -0.00610219 -0.00186525 -0.00606778  0.00650304
  0.00756243  0.00469624  0.00370814  0.0006143 ]","I wish you were very happy, every rascal wakes up. Now you have to enter <url>",kaash tm meri hoti bht khush rkhta har nakhra uthata but you hate me ab ap kon <url>
2721,0,2992522628,819821291830185984,"[ 0.7801005   2.789627   -0.53117555  2.8053403  -2.3743846  -0.00640709
 -3.5131462  -1.9685252   3.140168    1.0587752   3.730378    5.0689454
 -0.3351291   0.6495693   3.3322299  -2.7382233   2.3123603  -0.08612419
  3.6553228   1.9609735  -2.9298797   0.1946212  -1.1988093   1.5230693
  2.6606479   0.40863183  0.07871401 -0.02858157  2.1974308  -2.1485581
  0.74735254  0.84903944 -3.7397993   1.3862157   4.7747107  -1.6499096
  4.133846    0.542834   -0.514678    1.6033255   2.0644903  -5.459637
  3.6184745   2.1261675  -1.4725186   2.3726456  -2.172173   -3.3758676
 -4.311132   -0.10049993  2.0514264  -0.6643976   1.4449109  -1.1181554
  4.111746   -4.2691317   4.8342977   0.6735746   3.6216512   3.2518592
  5.7741218  -1.3623896  -0.53469384  0.8373698 ]",This is what the madarsa impression is thinking of you and your Abu Azzmi like a Bapo. If the girl's thumb b appears then you get a chance to rape.,yehi to madrassa chhap soch hai tere or tere abu azmi jaise baapo kiagar ladki ki angootha b dikhe to tumko rape karne ka mauka mil jata h <url>
2722,1,777515208,819806183632420866,"[-0.0062462  -0.00680254  0.00522318 -0.00769754 -0.00373216 -0.00694362
 -0.00076642  0.00606118 -0.0056609  -0.004927   -0.00641714  0.00293672
 -0.00062055 -0.00362183  0.00026955  0.00461247 -0.00701126  0.00463092
  0.00155333  0.0056348   0.00678233 -0.00193103 -0.00360079  0.00493651
 -0.00474349  0.00288529  0.0069569  -0.00548127  0.00392677 -0.00433007
 -0.00202914  0.00376692  0.00107684  0.00766741 -0.00663802 -0.00019709
 -0.00759164  0.00135769  0.00256748 -0.00507214 -0.00746529  0.0015525
  0.00133951 -0.00051158  0.00116032 -0.00662437 -0.00031093  0.00739822
 -0.00542381  0.0025949   0.00485604 -0.00074515 -0.00656944  0.00575097
 -0.00142335  0.00431929 -0.00388227 -0.0056277   0.00058038 -0.00495995
 -0.00135272 -0.00397738  0.00166904 -0.00194142]",<User> <User> <User> No longer is the shutdown,<user> <user> <user> ab v to rape band nahi ho raha hai
2723,1,797631606911627265,819804414307233792,"[-4.48200200e-03 -5.34918020e-03  3.67387640e-03  1.07702326e-04
 -1.77441871e-05  6.56374730e-03  2.30205711e-03  3.45110544e-03
 -4.79858043e-03  3.07100266e-03 -6.77859038e-03 -7.62435142e-03
  6.62477268e-03  1.72116188e-03 -2.59752315e-03 -4.73730592e-03
  2.72105960e-03 -1.80995057e-03 -7.73654226e-03 -4.56582103e-03
  6.48625792e-05 -1.59923173e-03 -9.36322758e-05  6.87926169e-03
 -4.97550843e-03 -4.87237936e-03 -1.26751966e-03 -3.73462844e-03
  3.40890512e-03 -1.21766352e-03  7.25278072e-03  5.18696383e-04
  6.06868276e-03 -2.77804933e-03 -1.83062279e-03  3.49055603e-03
 -4.88048745e-03  1.26432860e-03  7.78391585e-03  2.14885012e-03
  7.33642746e-03 -5.20054158e-03  3.94032104e-03  3.01953824e-03
  1.10110699e-03  6.57538883e-03 -2.76527135e-03  6.97575836e-03
  2.44481536e-03 -1.82224996e-03  5.18785929e-03 -1.93466444e-03
  4.16896213e-03  3.53774545e-03  5.25072543e-03 -1.52631919e-03
  4.09391429e-03  2.13830476e-03 -2.32439255e-03  1.73422392e-03
  6.81290682e-03 -4.54882439e-03  3.92294768e-03 -4.76709043e-04]","<User> <User> <User> Ufffi Hate Hime So Much was seen in the morning, now it will be a bad day",<user> <user> <user> ufff i hate him so much subah subah dekh liya ab pura dn kharab jaye ga
2724,0,1538152554,819796701451911170,"[ 0.45424446  1.8213009   0.32144463 -0.97212815  0.6112395  -2.9210289
  0.28212243 -2.3719344   0.36856142  0.5346693   1.2616637  -0.5770299
  1.1161335   3.3090477   1.7265556   1.091294   -0.61710984  1.7051705
  0.9456737  -1.7602135   0.5622666  -3.9732006  -0.8898575  -0.14294851
  3.4067895   0.5410124   0.07553644  0.54126495 -0.29258552 -1.6454276
  0.6711759   0.5417587   0.84342384 -0.56098276  1.8939006   1.4090157
 -0.9620793  -1.1118505   2.0315971   4.636373    0.19579718  1.4370925
 -3.3991504  -0.83720404 -1.6381229  -0.35016054 -0.34929118  1.6779109
 -0.56462204 -1.038762    5.3552113   3.457337    1.2459464  -1.3429755
 -0.37332496 -3.2996576  -0.24916153 -2.116976   -0.6391567  -1.8830386
 -3.936877   -0.70689094  0.15017198  1.3811712 ]",<User> You know you are supporting the Terrorism. You can go to jail for this if the authorities know the address,<user> aapko patha hain aap terrorism ko support kar rahe hain aap iske liyay jail ja sakthay hain agar authorities fc ko patha
2725,0,819204938932879364,819788677110906880,"[ 2.2328238   1.407202    0.09929483  1.5000075   0.90838504  1.4760078
  0.12316667  0.04433485 -1.7903444   1.2581642  -1.7574388   0.24724166
 -0.13620941 -2.0785873   0.4625839  -2.4088104   1.4054421  -2.0254254
  0.5881401  -2.0184298  -2.687306   -1.0063767   0.3315604   1.654394
  0.59838516  2.8266625  -0.524728   -0.7880806   0.95773757 -2.6458259
 -2.4646685  -1.428509   -1.1298493  -1.3944753  -0.3951087  -1.6403692
 -0.00585538  1.3112715   0.09221368 -2.4798272  -0.50178444 -0.02459732
 -0.1108237  -0.30098623  0.37822235 -1.4410765  -2.9356596  -0.9889612
  1.5074526   2.5731792  -0.23059474 -0.12110753  0.2695247   0.42962584
  3.3147326   1.2755452  -0.15189496 -0.40894857 -4.836842   -0.7529233
 -0.03901124  1.4378692  -2.7380972  -1.0339143 ]",<User> has Huffies Saw News Mill Hits,<user> ko hafeez saw ki news mil hate hai
2726,1,811145183542685696,819785052858912768,"[-0.00547419 -0.00695826  0.00600024 -0.00597987 -0.00741631  0.00165515
  0.00311488  0.00300804  0.00508474 -0.00264636 -0.00077593 -0.00100576
 -0.00431753  0.00287243  0.00350528  0.00662189  0.00537629 -0.00429679
  0.00339473  0.0030895  -0.00119483 -0.00520969 -0.00508808  0.00643383
  0.00041787  0.00142148 -0.00060916  0.00367331  0.00214464 -0.00307068
 -0.00408763  0.0074205  -0.00534425  0.0036368  -0.00334451  0.00214637
 -0.00148678 -0.00413957  0.00618116 -0.0040077   0.00493879 -0.00429949
  0.00724566 -0.00315712 -0.00054677 -0.00089902  0.00736331  0.00426696
 -0.00543481  0.0017476  -0.0065464   0.00409534 -0.00640423  0.00350034
 -0.00024354  0.00076541 -0.00135249 -0.0011404   0.00747734  0.00152183
  0.00426109 -0.00042085  0.00198796  0.00762229]","<User> Hey Hatta not only Lomas Tamize, but his mother has cancer. She speaks herself a few words to him.",<user> i hate lopa tameez hie nahi uski mom ko cancer hai khud ko shamjte kaya bani ko always kuch na kuch bholte hai batmeez girl
2727,1,749427953969139712,819768469025472512,"[ 1.8863237e-04 -1.9591593e-03 -4.8994034e-04  6.4291037e-03
  5.2091852e-03  6.3067349e-04 -1.7106287e-03  1.8197973e-04
  3.0115468e-03 -3.4166526e-03  3.1813763e-03 -5.3720130e-03
  7.6762550e-03  1.5348841e-03 -7.2677699e-03  6.0228407e-03
 -1.4696387e-04  3.5827393e-03  2.5461981e-04  6.9991010e-03
  5.6878384e-03  6.1335480e-03  6.6667814e-03  3.5806240e-03
 -5.1870528e-03  5.3810916e-04  7.3523507e-03  2.8094734e-04
  9.0766011e-04  2.2319055e-03  6.3548163e-03 -5.0137134e-04
  3.9659911e-03  1.9496786e-03  4.9603959e-03  2.8580520e-03
 -6.3835923e-03  4.5399388e-04 -5.3850613e-03  5.4133725e-03
  4.1993451e-03  6.7194840e-03 -4.1829427e-03  2.9539084e-03
 -8.9399732e-04  6.5834209e-04  7.5962027e-03  2.3048238e-03
 -1.3211237e-03 -3.8426567e-03  6.6632307e-03  4.9202973e-03
 -4.0695742e-03 -6.2829582e-03 -3.5152124e-07 -1.7002462e-03
 -1.9090136e-03  6.5325210e-03 -3.7524286e-03  5.6179580e-03
 -4.3063024e-03  6.8620578e-03  2.0901971e-03 -4.1158437e-03]",<user> according to umji just doesn't work to pavo _ pavo hate you so much bro <url>,<user> yaudah nurut umji aja gausah ke pavo _ pavo hate you so much om jejin <url>
2728,0,104174333,819764127446876160,"[-0.00315536  0.00632315  0.00544543 -0.00473302  0.00719213 -0.00732082
 -0.00738908  0.00495842  0.00275649 -0.00204648  0.00345791  0.00699343
  0.00558028  0.00283294 -0.00020234 -0.00429101  0.00190936  0.00578282
  0.00326062  0.00586133  0.00515144  0.00365072  0.00162945  0.00522673
 -0.00772107 -0.00357809 -0.00251463  0.00092252  0.00452279  0.00288254
 -0.00741773  0.00356267  0.00251583 -0.00075216  0.0054762   0.00587899
 -0.00239517 -0.00277239  0.00053106  0.00120074  0.0056818   0.00725609
 -0.00660497 -0.00117115 -0.00428009  0.00013572  0.00034446 -0.00739765
 -0.00318989  0.00016589 -0.00329217 -0.00053017  0.00675491 -0.00148476
 -0.00615123 -0.00756743  0.00730456  0.00048993  0.00336192  0.00726774
  0.00022345 -0.00402674  0.00486092 -0.00302553]",<User> Money must be eaten or raped in rap case,<user> paisa khaya hoga ya rape case me arrest hua hoga
